['20206181539692849', '密封。']
['202061815273674499', '避光，密封']
['20206181540462173', '密封，在阴凉干燥处保存。']
['202061815193146388', '避光，密封。']
['202061815242758323', '密封，干燥处保存。']
['20206181545596154', '密封保存。']
['202061815471916850', '密封保存。']
['202061815265465385', '遮光，密闭，在干燥处储存.']
['202061815305574192', '密封保存。']
['202061815114825913', '密封，置阴凉处。']
['202061815172046018', '密封。']
['20206181540482616', '遮光，密封保存。']
['202061815331079598', '避光，密闭保存。']
['202061815123327994', '遮光，密封保存。']
['202061815234666956', '遮光，密封保存。']
['202061815243458874', '遮光，密封保存。']
['2020618159318054', '遮光，密封保存。']
['202061815504190', '遮光，密闭保存。']
['20206181536986622', '遮光，密封保存。']
['202061815133330229', '密闭，阴凉处(不超过20℃)保存。']
['202061815352984466', '密封，防潮']
['202061815143032653', '密封阴凉干燥处贮存']
['20206181512026420', None]
['202061815483311445', '遮光，密封保存。']
['20206181549712425', '密封，在阴凉处（不超过20℃）保存。']
['20206181524067126', '密封。']
['2020618153933100277', '避光，密闭']
['202061815363887969', '遮光，密封保存。']
['202061815231660732', '避光，密闭保存。']
['20206181528877391', '密封保存。']
['202061815442110246', '密封']
['20206181532893581', '密封。']
['202061815392199740', '遮光，30℃以下保存。不要冻存。在不使用本品时，建议不要打开药盒拿出药瓶。']
['202061815483420277', '遮光 ，密封保存。']
['20206181545194594', '密封，在干燥处保存。']
['202061815194947887', '遮光，密封保存。']
['202061815135638110', '2～8℃避光保存。']
['202061815355386111', '遮光，密封保存。']
['202061815162043690', '遮光，密闭保存。']
['20206181542993154', '密封保存。']
['202061815313075330', '密闭，置阴凉处。']
['202061815394394415', '密封，阴凉干燥处。']
['202061815201448847', '密封保存。']
['202061815492013959', '密闭']
['202061815155937581', None]
['202061815273466055', '密闭，避光']
['202061815265465373', '遮光，密闭，在干燥处储存.']
['202061815183958143', '密封，在干燥处保存。']
['202061815394494447', '遮光，密封保存。']
['202061815263465117', '密封。']
['20206181592318950', '密封']
['202061815163244089', '密封保存。']
['20206181524967342', '置于阴凉干燥处。']
['202061815265772622', '密封，在干燥处保存。']
['202061815291770313', '密封，置阴凉干燥处。20℃以下。']
['202061815394494462', '遮光，密封保存。']
['202061815341781455', '遮光、密封、在凉暗处保存。']
['202061815143432946', '密封。']
['20206181525568249', '密封，置阴凉处。']
['20206181520448662', '室温下保存。']
['20206181512826844', '密封，防潮。']
['202061815341381246', '遮光、密封、在凉暗处保存。']
['20206181529670143', '密闭，避光，在30℃以下保存。']
['202061815275767439', '密封，置阴凉处。']
['202061815293070869', '密封,遮光,在凉暗处保存。']
['20206181539692845', '密封。']
['202061815293570798', '遮光，密闭保存。']
['202061815294771126', '密封，置阴凉处。']
['202061815323278202', '密封，在避光处干燥处保存。']
['20206181519445382', '密闭，在干燥处保存。']
['20206181518857565', '密封。']
['202061815312475182', '密封，阴凉干燥处']
['202061815324478844', '密封保存。']
['202061815222953008', '密封，在凉暗干燥处保存。']
['2020618154231101712', '遮光，密封，在干燥处保存。']
['2020618159318056', '遮光，密封保存。']
['202061815265872693', '遮光、密封保存。']
['202061815161537854', '遮光、密闭保存。']
['202061815111523358', '密封贮藏。']
['202061815174155043', '密闭，在凉暗处保存。']
['202061815294370939', '密封，置阴凉处(不超过20℃)。']
['202061815334280414', '密封保存。']
['202061815261363873', '密封、遮光处保存。']
['202061815224554639', '遮光，密封保存。']
['202061815102221342', '密封']
['202061815212051128', '密封保存。']
['202061815154937646', '避光、密闭。在凉暗处（避光，20℃以下）保存。']
['202061815401795829', '密封，干燥。']
['202061815145434620', '遮光，密闭保存。']
['2020618154318102785', '密闭']
['20206181524467625', '密封，阴凉干燥处']
['20206181535183582', '密封保存。']
['20206181543528819', '密封。']
['20206181530071694', '密封，置阴凉处。']
['202061815342281628', '遮光，密封，在凉暗干燥处保存。']
['202061815213151465', '密封，阴凉干燥处']
['202061815385092424', '遮光、密封保存.']
['202061815271765888', None]
['202061815405997128', '密封、置阴凉处。']
['202061815333287367', '密闭，防潮。']
['202061815205950368', '密封保存。']
['202061815365288098', '遮光，密封保存。']
['202061815364088043', '遮光，密封保存。']
['202061815124028353', '遮光，密闭保存。']
['202061815185147159', '密封。']
['20206181519745547', '密封，置阴凉处保存。']
['202061815392293225', '遮光，密闭在阴凉处保存。']
['202061815205460313', '密封']
['202061815292171339', '密封。']
['20206181532576791', '密封。']
['202061815283668960', '密闭，在干燥处保存。']
['202061815341281262', '遮光、密封、在凉暗处保存。']
['202061815161943675', '遮光，密闭保存。']
['202061815353084193', '干燥，密封，避光。']
['202061815361186685', '避光，密封，在阴凉干燥处保存。']
['20206181550222069', '密封，在阴凉处保存。']
['202061815363795992', '密封。']
['20206181546467618', '密封，阴凉处']
['202061815164639219', '遮光，密闭保存。']
['202061815353084485', '密封']
['20206181543459127', '密封。']
['202061815412198075', '遮光，密闭保存。']
['2020618154388386', '密封，置阴凉处。']
['202061815362887610', '密封']
['20206181514531769', '遮光，密封保存。']
['202061815352584071', '密封保存。']
['20206181519059625', '密闭，防潮。']
['202061815323578556', '密闭。']
['202061815125628943', '避光，密闭保存。']
['202061815391394760', '密封，置阴凉处。']
['202061815133130755', '遮光，密封保存。']
['202061815372389050', '遮光，密封保存。']
['20206181585718003', '遮光，密闭保存。']
['202061815101421200', '密封']
['202061815344383177', '遮光，密闭，在阴凉处（不超过20℃）保存。']
['202061815121926979', '遮光，密闭保存。']
['20206181549612406', '密封，阴凉处']
['202061815271172689', '遮光，密闭保存。']
['202061815331590223', '遮光，密封，在凉暗干燥处保存。']
['202061815464112833', '封闭，避光储藏。']
['202061815375596640', '密封，在阴凉(不超过20℃)干燥处保存。']
['202061815374096385', '遮光，密闭保存。']
['202061815124528079', '避光，干燥保存。']
['20206181584423849', '遮光，密封保存。']
['202061815385192459', '遮光、密封保存.']
['202061815414999402', '遮光，密闭保存。']
['202061815485512957', '密封，置于阴凉干燥处。']
['202061815491713335', '密封，置阴凉处。']
['202061815503116009', '密闭,置阴凉处。']
['202061815133630568', '密闭，置阴凉处。']
['202061815114725879', '密封、在干燥处保存。']
['202061815191045699', '密封。']
['20206181550698039', '避光']
['20206181538390809', '密封。']
['20206181582423829', '密封，置阴凉处。']
['202061815465012735', '密封，置阴凉处。']
['20206181544101189', '密封，置阴凉处。']
['20206181593519282', '密封保存。']
['20206181584824874', '遮光 ，密封保存。']
['202061815275466628', '贮藏于25℃以下，避光防潮。']
['202061815272766148', '遮光，密闭保存。']
['202061815195848168', '遮光，密闭保存。']
['202061815291870337', '遮光，密封保存。']
['202061815275767445', '密封，置阴凉处。']
['202061815395094703', '密封，阴凉干燥处。']
['2020618154027420', '密封，在避光处干燥处保存。']
['202061815291570195', None]
['2020618154326102930', '密闭，室温保存。']
['20206181540295295', '密封保存。']
['2020618154249102286', None]
['20206181510035266', '2～8℃保存。']
['202061815273166379', '密封。']
['202061815414399153', '密封保存。']
['202061815384191515', '密封']
['202061815153637053', '密封']
['202061815143552048', '遮光，密封保存。']
['20206181594333932', '避光，密封。']
['20206181518342947', '密封，干燥处保存。']
['20206181545284157', '密封，在阴凉（不超过20℃）干燥处保存。']
['20206181543138666', None]
['202061815273365868', '遮光，密闭保存。']
['202061815165040045', '遮光，密闭保存。']
['202061815144540501', '密闭保存。']
['20206181528576426', '遮光、密封保存']
['202061815203260353', '遮光，密封保存。']
['202061815412798239', '密封']
['20206181545485611', '密封。']
['20206181545535654', '遮光，密封保存。']
['202061815125729100', '遮光，密封保存。']
['20206181534392077', '密封。']
['202061815502315693', '密封。']
['202061815212151348', '密封']
['20206181540422518', '遮光，密封保存。']
['202061815145434633', '密封保存。']
['20206181549712430', '遮光，密封保存。']
['20206181516037744', '遮光，密封保存。']
['20206181531574487', '密封。']
['20206181543558961', '密封。']
['20206181526863098', '密封。']
['202061815202048920', '遮光，密封，在阴凉（不超过20℃）干燥处保存。']
['202061815472016791', '密封保存。']
['202061815171040842', '密封。']
['20206181540495448', '密封，置阴凉处。']
['202061815141932039', '密封保存。']
['20206181525961209', '遮光，密封保存。']
['202061815232963453', '密封。']
['20206181549512522', '密闭，防潮。']
['202061815222952485', '密闭']
['202061815224554659', '遮光，密封保存。']
['202061815152436172', '遮光，密封保存。']
['20206181542588318', '遮光，密封保存。']
['202061815214652407', '遮光，密封保存。']
['20206181511523462', '密封，置阴凉处。']
['202061815112124085', '密封，置阴凉干燥处。']
['202061815105235755', '密封，在干燥处保存。']
['202061815145340423', '密封，阴凉干燥处']
